id,date,text,zero_shot_label,zero_shot_score
Felix Koh,12/22/2022,"This game logic is not so real but it definitely cured my bored now this game is my favorite game but the only thing I don't like is I already bought the game but in the game u need to buy more like map, outfits, cars, but good game if you are seeing this comment definitely try this games",Value for Money,0.43353137373924255
Grampy Roma,6/25/2021,I was excited to play this game online but once I pressed search I waited a long long while and it still didn't find anyone for me to play with. You also only get 1 map. In app purchases for the rest of the maps.,Value for Money,0.4168621003627777
Tracy Gibson,10/13/2022,"Best game ever! It works so well, it's never glitched for me AT ALL!!! it works so smoothly and I play for hours! I'm not very good at the game but it somehow managed to still be so fun! Best money I have ever spent. BUY ITTTTTT!!!!",Value for Money,0.9247524738311768
Daniel Shafer,7/18/2020,"Game is fun with family multi-player and thankfully supports family library but 5.99 for the other board, for my entire family that's 18 dollars for all 3 of us. Really disappointed the company got greedy. You'd get more people buying cheaper boards than this high price which probably won't make as much money.",Value for Money,0.4292369484901428
Tony Foster,12/14/2020,"Love this game but am going to say the same as I did for the monopoly game I have as well you pay for both games excepting to be able to progress onto different boards but no £4.99 please you do make me laugh at least make it so that some boards are free, oh no we can't do that. JOKE springs to mind",Value for Money,0.40761107206344604
P. Neato,8/19/2022,"I love this game, but it's telling me to update before I can join my daughter's lobby game, I type in the code and it says I must update to the latest version of this game, but there's NO update button anywhere in the app or play store... So we are completely stumped & now we can't play together😩",Gameplay and Controls,0.36024340987205505
shelley Dalton,9/4/2020,"I dropped my rating from 4 stars to 2 stars for freezing in middle of game play problem.This game is fun and I play every chance I get but it keeps freezing up and I have to get completely out of the game,really love this game and as soon as the freezing problem is fixed I will give it 5 stars again",Gameplay and Controls,0.3416547179222107
Dehnck,9/4/2020,"The Game of Life has always been my favorite board game to play with others, this online remaster, having the options of solo, local multiplayer, and online multiplayer, it gives me all-the-more reason to share this love with others!",Gameplay and Controls,0.3001927137374878
CJ Amused,12/2/2020,It's bit boring in single player waiting on the ai turns. It'd be nice to have more interactive options during that time.,Content and Length,0.33410173654556274
Emily Brentley,9/1/2021,"The boards are way too short. I don't know if this is an issue with the classic GOL version, but the games are so short it's infuriating.",Content and Length,0.5340099334716797
c d (Seek890),8/1/2020,"Consistent crashing, comes with one map after you pay for the game and then they expect you to pay the same price for an additional map? Not worth the money.",Value for Money,0.5196571946144104
Josh Veach,2/20/2022,"The game is fun. It's especially fun to play with someone else. I got obsessed for awhile collecting all the portraits and such, but once I got them there wasn't much reason to play solo.",Gameplay and Controls,0.257276326417923
Amy Johnson,12/19/2020,I would rate 5 stars all the way across if the different worlds were shareable like the app itself. It's no fun to only have one person see the new world. I downloaded Frozen Lands so we could all play it.,Value for Money,0.4406181871891022
Heru Khuti,12/1/2020,"Coming up as a kid this was one of my favorite board games, use to play it on the board, my playstation or computer it did'nt matter lol,so it's always good to tap back in bringing back the good ole memories lol I always loved this game.",Content and Length,0.251563161611557
pshelbs23,2/3/2021,Worked perfectly at first. After a couple of games the app kept bugging and freezing mid game after someone's turn. Absolutely broken.,Gameplay and Controls,0.354375958442688
Cra2yOne,7/25/2020,I like this game but my girl is on the family share and she decided to get the season pass thinking if we bought the app and shared why not the season pass also...nope so we would have to pay 30 dollars for each account to play new stuff. Fix to share with family plz,Value for Money,0.43447837233543396
Anthony Felix,11/2/2020,"Fun, short game thats perfect for mobile with plenty of customization. As a bonus the devs are great at responding to issues and very helpful.",Content and Length,0.4292173981666565
Samantha Bilancetti,8/26/2020,One of the best board games on the market extremely fun love playing with my family great job to everyone that put their time and effort in making this amazing board game. I really hope there are more maps in the future because this game has the potential to be the greatest board game ever.,Value for Money,0.3375077247619629
David Higgs,11/1/2020,"Great game, I love playing it. The controls are easy, the gane runs really smooth. I think its a great 2nd game of life.",Gameplay and Controls,0.7551094889640808
Tony Mackin (Mackin1219),7/31/2020,"They charge you more than the first game of life just to give you like 4 different t action cards. Not many options at all. Then the only different variant, you have to pay more money for.",Value for Money,0.4509531855583191
