id,date,text
Jared Dinaburg,12/10/2020,It's a great and fun game. I enjoy playing it with my wife. My only huge complaint is that my wife and I bout the bundle for fairytale kingdom and now it's gone and I paid money to have that board. My wife has Apple and she bought the same board bundle and has it. I have Android and it's gone. My wife tries to invite my to play fairytale kingdom and when I enter the code to play it says invalid code. Also it says I owned fairytale kingdom and I can't get it again. I'm extremely not pleased
Dre McCoy,2/26/2023,"Love it so far me and my immediate family play every lol. No problems at all. No ad problems, payment problems, free to play!! Might as well but it today!"
Michael Sior,2/2/2023,It looks like there was an update that added more souvenirs and picture locations. However I never seem to get them. Is this intentional? Like another vacation location is coming?
Ruben Van Der Linde,8/14/2022,"This game is pure trash. The gameplay is really bad, it's boring, it's short and repetetive. You PAY for the game. You PAY for 1 short and boring level, that is all you get. Then they want you to PAY even more for the rest of this bad game. The devs told me ""oh but you can buy skins"", so what? What will skins do? Skins won't change the gameplay. The devs that made this horrible game is like EA, you pay for a bad game and then they want you to pay even more for the rest of it."
Malcom Vail,7/15/2020,"I have only played the single player so far, but I really love how its more of a video game than the first one, you have so many more options, ready for the extra maps and accessories"
Melvin May,6/4/2023,"Haven't played yet but I have seen a YouTuber play it, It's really nice and like the board game it's just it takes several tries for me to download it so unless you can handle that like me.... Don't waste your money"
Markus Johnson,10/4/2020,Honestly a waste of 3 bucks like the game itself is fine but its boring online pvp takes a long time its very bland after playing a few times and it seems like theres like no stragety to it all you do is spin and puck between 2 options very repetitive
Justin Dillman,3/20/2021,Very very repetitive unless you want to spend more money on add ons. Paying only gets you the base game and it's very short and no replay value
Kenny Rain,2/10/2023,Once I bought it. Noticed I can only play one map without having to also purchase each map individually. I dont recommend buying the full version
Rinn Tischler,7/24/2020,"I love it. It fun and easy, and new game play impressive make me super excited to see future world to come. Great little game to play with my nephew too. Such a great purchase."
Karen B,9/15/2020,I'm not sure why this is not cheaper with it freezing all the time. I'd give it 5 if you can fix the freezing. I've only been playing for 1 hr
mbaker81,4/17/2021,"I enjoy the game but when I first installed it, I got the package where I had access to the full board and future options but when I went into the app to play the game it is making me have to pay again to have access to something I already previously paid for."
Michael Mazierski,8/30/2022,This game would be fun if... Game didn't crash every 8 minutes. Restarted it again and then it crashed again 8 minutes in. Cool
Dalton McBurney,7/19/2020,Great game but can never finish a game because it allways over heats my phone ( Samsung s7) this is the only game that I've had do that so hopefully u guys can figure something out to prevent it from overheating would be great.
Blake Hovermale,8/19/2020,"I would give it a 5 star, but the game locks up every once in awhile making me have to stop the app and load again. Overall good game, would be great if that was fixed"
Tiffani West,7/31/2021,Was a great game even purchased an extra map to play. Got away from it for close to week and now I can't play the map! Not cool!!! Lived it until that happened!
Hawke Lane,8/5/2020,"The game is cute, but despite having an option for sound on, its silent. I checked to make sure it wasnt a settings issue on my end."
Gillian Ford,3/15/2021,"I love this game. One of my all time favourite games, perfect for all the family to get up and play. I can't wait to see when the game of life 2 comes out on the Nintendo switch."
D C,12/11/2022,"*COULD BE 5 STARS WITH ASSISTANCE* It will only let me download my game to one device, and let it have all the maps i mean, I bought the lifetime maps bundle, and can't get the maps to be purchased on my tablet."
C Singleton,10/14/2020,AI wins more than human players & it's not concise. Game tells you to pay loans before the end of the game but there's no selectable option to do so. Starting to hate I paid for this.
